"state","year","month","outage_count","max_outage_duration","customer_weighted_hours"
"MT",2020,3,56,59.5,213462
"MT",2020,4,42,11.75,77730.5
"MT",2020,5,75,61.75,737186
"MT",2020,6,130,41.75,318470.5
"MT",2020,7,66,45,190757
"MT",2020,8,58,8,107647.5
"MT",2020,9,60,50.25,224120.75
"MT",2020,10,73,23.75,226936.75
"MT",2020,11,58,28.5,267579.5
"MT",2020,12,46,8.5,75331.75
"NE",2020,0,409,48.25,1052325.25
"NE",2020,1,15,7,31519.5
"NE",2020,2,9,4.5,15338.75
"NE",2020,3,21,5.75,61848
"NE",2020,4,30,6.5,60513.25
"NE",2020,5,23,8.25,33347
"NE",2020,6,65,11.25,105111
"NE",2020,7,67,11.25,86739.25
"NE",2020,8,42,48.25,506506.5
"NE",2020,9,30,13.25,33335.5
"NE",2020,10,47,13.5,59219.25
"NE",2020,11,43,14,39882.75
"NE",2020,12,17,8,18964.5
"NV",2020,0,689,30.25,1281380.75
"NV",2020,1,33,13.5,55196.5
"NV",2020,2,36,21,105972.5
"NV",2020,3,50,21.25,69021.5
"NV",2020,4,62,8.5,94868.5
"NV",2020,5,76,5.75,102028.5
"NV",2020,6,83,30.25,155952.5
"NV",2020,7,82,11.75,166193
"NV",2020,8,77,25.25,101755
"NV",2020,9,52,14.75,150541
"NV",2020,10,41,6.5,85013.25
"NV",2020,11,61,16.75,151187.75
"NV",2020,12,36,7,43650.75
"NH",2020,0,908,69.5,4822510.75
"NH",2020,1,46,6,57211.25
"NH",2020,2,77,28,523585.75
"NH",2020,3,82,19.75,303475.25
"NH",2020,4,61,11,87001.75
"NH",2020,5,67,19.25,91836.75
"NH",2020,6,64,10.75,71255
"NH",2020,7,113,8.75,124366
"NH",2020,8,105,69.5,1782478.75
"NH",2020,9,61,8.25,94152.5
"NH",2020,10,75,13,125812.25
"NH",2020,11,66,11.25,122561.5
"NH",2020,12,91,52,1438774
"NJ",2020,0,4072,170.5,71110850
"NJ",2020,1,251,14.5,316356.5
"NJ",2020,2,242,12.5,338607.75
"NJ",2020,3,217,13.25,185852
"NJ",2020,4,286,36.25,962660.5
"NJ",2020,5,183,13.75,242935.25
"NJ",2020,6,465,81.75,5016738
"NJ",2020,7,601,18.25,1296400.25
"NJ",2020,8,498,170.5,59732876
"NJ",2020,9,377,13.25,471807.75
"NJ",2020,10,285,16,358397.75
"NJ",2020,11,372,15.75,703612.75
"NJ",2020,12,295,49.5,1484605.5
"NM",2020,0,762,79,1872190.25
"NM",2020,1,26,9.75,38154.5
"NM",2020,2,46,13.5,100849.5
"NM",2020,3,37,13.75,43787.25
"NM",2020,4,39,13,54274.25
"NM",2020,5,54,11.25,51789.75
"NM",2020,6,96,15.25,169470.75
"NM",2020,7,136,18.75,230053.5
"NM",2020,8,118,16.25,235823.5
"NM",2020,9,63,79,492843.75
"NM",2020,10,67,44,269402.25
"NM",2020,11,35,14,80797.75
"NM",2020,12,45,11.5,104943.5
"NY",2020,0,6085,240.5,83115678.5
"NY",2020,1,424,32.75,927365.5
"NY",2020,2,345,79.75,2691185
"NY",2020,3,343,21.25,550127.5
"NY",2020,4,427,49.5,2223311.5
"NY",2020,5,472,22.75,1696503.25
"NY",2020,6,672,21.5,1022848
"NY",2020,7,848,32.5,2137439.25
"NY",2020,8,710,240.5,59613944.75
"NY",2020,9,442,32.5,804917
"NY",2020,10,482,84,7053607
"NY",2020,11,529,28.5,1970432
"NY",2020,12,391,145.5,2423997.75
"NC",2020,0,6364,106.75,33574022
"NC",2020,1,398,28.5,1370196.25
"NC",2020,2,487,70.25,3208503.75
"NC",2020,3,286,39.5,376948.75
"NC",2020,4,675,69,4651688.5
"NC",2020,5,584,29.5,2176867.75
"NC",2020,6,515,23.75,920787.75
"NC",2020,7,782,26.75,1569774
"NC",2020,8,765,77.75,6850307.75
"NC",2020,9,466,19.25,679390.75
"NC",2020,10,513,106.75,10262468
"NC",2020,11,514,60.5,768592
"NC",2020,12,379,45.5,738496.75
"ND",2020,0,388,32,440210.25
"ND",2020,1,16,1.75,3510.25
"ND",2020,2,9,3.25,3200.5
"ND",2020,3,8,1.75,5800
"ND",2020,4,23,2.75,13477.5
"ND",2020,5,24,6,15369
"ND",2020,6,63,32,136900.5
"ND",2020,7,71,20.5,65529.75
"ND",2020,8,47,5.75,46666.25
"ND",2020,9,57,20.75,74967.75
"ND",2020,10,30,4.25,17655.5
"ND",2020,11,34,13.75,50697.25
"ND",2020,12,6,4.25,6436
"OH",2020,0,6167,92.5,25160585.75
"OH",2020,1,433,44,881207.75
"OH",2020,2,278,17.25,351388.75
"OH",2020,3,430,17.25,827910.25
"OH",2020,4,400,69.75,3161736
"OH",2020,5,543,26.75,1059123.5
"OH",2020,6,668,57.75,3989820.5
"OH",2020,7,778,28.75,1859892.75
"OH",2020,8,527,56.5,1406160.5
"OH",2020,9,655,26.25,1716808.25
"OH",2020,10,456,28.75,730071
"OH",2020,11,675,71.75,6595024
"OH",2020,12,324,92.5,2581442.5
"OK",2020,0,2552,178.25,55738692.5
"OK",2020,1,109,12.5,136782.25
"OK",2020,2,78,5,103529.25
"OK",2020,3,138,7.25,168317.75
"OK",2020,4,163,21.5,317007.75
"OK",2020,5,276,48.75,755552.25
"OK",2020,6,290,19.75,515277
"OK",2020,7,367,85.5,2526943
"OK",2020,8,204,15,235450
"OK",2020,9,185,24,369227.75
"OK",2020,10,263,178.25,38348239.25
"OK",2020,11,297,135,11815860.5
"OK",2020,12,182,29.75,446505.75
"OR",2020,0,1515,563,16292678.25
"OR",2020,1,161,111.5,891763.75
"OR",2020,2,86,20.5,163263.25
"OR",2020,3,91,9.25,145500.25
"OR",2020,4,60,338.75,911920.75
"OR",2020,5,101,143.75,848908.25
"OR",2020,6,122,10.75,304463.25
"OR",2020,7,118,16.75,285706.5
"OR",2020,8,126,164,318589.75
"OR",2020,9,189,563,10859554.25
"OR",2020,10,142,47.75,585114.25
"OR",2020,11,178,56.25,625582
"OR",2020,12,141,32.5,352312
"PA",2020,0,6956,130.5,35572165.25
"PA",2020,1,476,19.5,580044.75
"PA",2020,2,346,27.5,548730.5
"PA",2020,3,484,23,593068.25
"PA",2020,4,626,59.75,2416834.25
"PA",2020,5,525,18,545751.75
"PA",2020,6,648,129.25,12433129.25
"PA",2020,7,856,31.75,1650250.75
"PA",2020,8,810,130.5,10945233.5
"PA",2020,9,451,33.25,523037.75
"PA",2020,10,528,19,586916.5
"PA",2020,11,724,53,3121238.25
"PA",2020,12,482,56,1627929.75
"RI",2020,0,349,78.5,4852440.75
"RI",2020,1,20,9,35757.5
"RI",2020,2,20,51.25,509744.75
"RI",2020,3,12,13.25,35462
"RI",2020,4,42,30.75,265741.25
"RI",2020,5,21,6.5,32392.25
"RI",2020,6,31,4.25,31937.75
"RI",2020,7,39,5,49977.75
"RI",2020,8,31,78.5,2926420
"RI",2020,9,32,28.75,193173
"RI",2020,10,49,36,385503.5
"RI",2020,11,29,26.75,361020.25
"RI",2020,12,23,11.75,25310.75
"SC",2020,0,2932,369.75,14669197.5
"SC",2020,1,164,167,624599.5
"SC",2020,2,243,50.5,910007.5
"SC",2020,3,185,12,221280
"SC",2020,4,268,138.25,3703835.75
"SC",2020,5,269,306.75,1052210.5
"SC",2020,6,253,369.75,722509.5
"SC",2020,7,237,315.75,469106.75
"SC",2020,8,312,49.75,566076.25
"SC",2020,9,256,26.75,249331.75
"SC",2020,10,230,106.25,5359193
"SC",2020,11,297,98.75,361602.5
"SC",2020,12,218,16,429444.5
"SD",2020,0,499,385.25,1449835.25
"SD",2020,1,21,148.75,243347.25
"SD",2020,2,19,385.25,237134.5
"SD",2020,3,24,5.5,12142.5
"SD",2020,4,30,10.5,23985.5
"SD",2020,5,27,57,74085.75
"SD",2020,6,72,71.75,151672.5
"SD",2020,7,77,15.75,92789.5
"SD",2020,8,54,12.5,64184.5
"SD",2020,9,49,9.75,55007.5
"SD",2020,10,59,302.25,278002
"SD",2020,11,28,47.75,82833.25
"SD",2020,12,39,48,134650.5
"TN",2020,0,4310,174.25,20246324
"TN",2020,1,307,40.5,1007513.5
"TN",2020,2,229,31.5,338448
"TN",2020,3,355,174.25,4219949.75
"TN",2020,4,386,46.75,1015788.75
"TN",2020,5,508,73.75,8001801
"TN",2020,6,437,34,784645.75
"TN",2020,7,505,40,1106976
"TN",2020,8,396,63,645430
"TN",2020,9,297,17,346004.75
"TN",2020,10,325,82.5,490816.25
"TN",2020,11,259,29.25,369687.75
"TN",2020,12,306,96,1919262.5
"TX",2020,0,14672,225.25,64128911.75
"TX",2020,1,901,24.25,1854584.25
"TX",2020,2,709,225.25,1076360.75
"TX",2020,3,1083,118.25,1569039.75
"TX",2020,4,1256,136,6542676.75
"TX",2020,5,1785,92.75,5533310.5
"TX",2020,6,1485,42.5,3045046.25
"TX",2020,7,1460,196.5,12093878.5
"TX",2020,8,1486,133.5,17660636.5
"TX",2020,9,1291,85.75,2277282.5
"TX",2020,10,1293,136.5,9476793.5
"TX",2020,11,1002,58.75,1536864.5
"TX",2020,12,921,44,1462438
NA,2020,0,289,133,1994003.5
NA,2020,1,22,3,57133.5
NA,2020,2,12,4.75,58421.75
NA,2020,3,16,6,164716.75
NA,2020,4,20,10.5,266063
NA,2020,5,24,15.75,292188
NA,2020,6,34,9.5,134941.25
NA,2020,7,52,9.25,228487.25
NA,2020,8,33,10,186034
NA,2020,9,18,27.5,153969.5
NA,2020,10,15,4.25,47001.75
NA,2020,11,22,133,246238.25
NA,2020,12,21,5.75,158808.5
"UT",2020,0,1084,185.25,10306907.75
"UT",2020,1,65,8.75,63111
"UT",2020,2,94,8.5,97516.5
"UT",2020,3,73,15.25,328140.75
"UT",2020,4,80,9.5,130592
"UT",2020,5,81,11,150732.75
"UT",2020,6,127,24.5,337036.75
"UT",2020,7,110,18,165519.25
"UT",2020,8,127,12,261730
"UT",2020,9,103,185.25,8311026.75
"UT",2020,10,69,15.5,175477.75
"UT",2020,11,95,14.5,181975.75
"UT",2020,12,60,8.25,104048.5
"VT",2020,0,644,32.75,1156114.75
"VT",2020,1,33,8.5,28546
"VT",2020,2,62,32.75,264385.25
"VT",2020,3,57,5.75,55939.75
"VT",2020,4,32,11,28902
"VT",2020,5,48,9.5,71853.75
"VT",2020,6,64,6.5,61216.25
"VT",2020,7,76,10.75,93803
"VT",2020,8,67,32.75,289455.25
"VT",2020,9,55,9.75,69116.5
"VT",2020,10,64,11.25,106809.25
"VT",2020,11,37,4.5,28068.25
"VT",2020,12,49,6.75,58019.5
"VA",2020,0,5720,80.25,19823331.5
"VA",2020,1,374,45,717262.5
"VA",2020,2,370,46.25,1255970
"VA",2020,3,294,21,293430.25
"VA",2020,4,583,45.5,2549862.75
"VA",2020,5,455,53.5,878532
"VA",2020,6,510,24,1158400
"VA",2020,7,705,31,1550295.25
"VA",2020,8,709,80.25,7273167.75
"VA",2020,9,396,18.75,496771.75
"VA",2020,10,394,60.5,1149036.75
"VA",2020,11,541,35.25,1001842.25
"VA",2020,12,389,48.25,1498760.25
"WA",2020,0,2540,134.25,13029290.75
"WA",2020,1,345,134.25,2030534
"WA",2020,2,197,92,1238778.5
"WA",2020,3,138,31,319232
"WA",2020,4,108,14.25,191108.75
"WA",2020,5,199,66.5,766620.25
"WA",2020,6,193,14,397212.75
"WA",2020,7,178,21.75,332123.5
"WA",2020,8,198,17,380818
"WA",2020,9,329,101,3644602.25
"WA",2020,10,219,53,1857607.75
"WA",2020,11,245,36,1245789.25
"WA",2020,12,191,20.25,624863.75
"WV",2020,0,3088,62.5,8857773.75
"WV",2020,1,292,25.25,773430.25
"WV",2020,2,173,25.75,321225.25
"WV",2020,3,233,31.25,688569.5
"WV",2020,4,372,62.5,1759300.5
"WV",2020,5,267,24.25,657875
"WV",2020,6,311,30.25,717506
"WV",2020,7,323,24.75,880502.75
"WV",2020,8,304,52.25,1153647
"WV",2020,9,174,18.25,422247.5
"WV",2020,10,173,27.75,369736.75
"WV",2020,11,264,34.5,730057.5
"WV",2020,12,202,22.75,383675.75
"WI",2020,0,1845,29,4574960.75
"WI",2020,1,79,16.5,159288.75
"WI",2020,2,76,6.5,93938.75
"WI",2020,3,81,6.5,150606
"WI",2020,4,160,10.75,272710.5
"WI",2020,5,174,23.75,324095.5
"WI",2020,6,287,25.75,991130.75
"WI",2020,7,277,25.75,742729
"WI",2020,8,208,29,798865
"WI",2020,9,138,11.25,251564.75
"WI",2020,10,138,15.5,192378.75
"WI",2020,11,160,24.75,510666.5
"WI",2020,12,67,6.75,86986.5
"WY",2020,0,314,47.5,830819.75
"WY",2020,1,13,3.5,4686.25
"WY",2020,2,13,3.75,9268
"WY",2020,3,47,40.75,106548
"WY",2020,4,13,3.75,8276
"WY",2020,5,21,3,11276.75
"WY",2020,6,45,25.75,220047.5
"WY",2020,7,32,11,21637
"WY",2020,8,24,6.75,91952.5
"WY",2020,9,35,47.5,260312.5
"WY",2020,10,32,16.25,68605.25
"WY",2020,11,22,5,20403
"WY",2020,12,17,2,7807
"AL",2021,0,4251,89.5,9246043.25
"AL",2021,1,226,38,347257.25
"AL",2021,2,262,51.25,800083.5
"AL",2021,3,413,66.5,1628175.25
"AL",2021,4,339,34.75,800699.25
"AL",2021,5,456,49.5,2332974.25
"AL",2021,6,518,34.75,779368.5
"AL",2021,7,446,33.5,659306.25
"AL",2021,8,490,89.5,776455
"AL",2021,9,360,27.75,321882
"AL",2021,10,292,33.5,305492.5
"AL",2021,11,198,9,195132.5
"AL",2021,12,251,22.75,299217
"AK",2021,0,369,116,1638755.5
"AK",2021,1,22,67.5,40201.75
"AK",2021,2,16,8.25,26274.25
"AK",2021,3,18,12.5,38856.75
"AK",2021,4,16,7,18185.75
"AK",2021,5,26,5.5,38585.75
"AK",2021,6,38,7,39887.5
"AK",2021,7,36,27.75,96690.5
"AK",2021,8,38,8.75,68416.75
"AK",2021,9,41,33,286817.5
"AK",2021,10,51,34,265624
"AK",2021,11,24,16,119155.75
"AK",2021,12,43,116,600059.25
"AZ",2021,0,1829,99.25,5481315
"AZ",2021,1,112,20.5,430199.5
"AZ",2021,2,85,15,107534.75
"AZ",2021,3,127,17.25,239500.25
"AZ",2021,4,118,12,206665.25
"AZ",2021,5,157,7.5,201855
"AZ",2021,6,210,99.25,490164.75
"AZ",2021,7,331,30.5,1680158.25
"AZ",2021,8,231,48.75,1040063.5
"AZ",2021,9,121,12,269412
"AZ",2021,10,133,9.5,298114.75
"AZ",2021,11,84,65.5,168371.25
"AZ",2021,12,120,27.5,349275.75
"AR",2021,0,2789,75,6871100
"AR",2021,1,122,20.25,271283
"AR",2021,2,310,21,743635.5
"AR",2021,3,185,20.5,365412.75
"AR",2021,4,225,75,1004452.5
"AR",2021,5,274,71.75,1684516.25
"AR",2021,6,287,38.25,469606.25
"AR",2021,7,278,43.5,414171.75
"AR",2021,8,268,16.75,358961.25
"AR",2021,9,202,29.25,250051
"AR",2021,10,224,21.5,296064.5
"AR",2021,11,169,8.25,197644.25
"AR",2021,12,245,73.25,815301
"CA",2021,0,13411,570.5,96672991.75
"CA",2021,1,1277,149.25,20762120.25
"CA",2021,2,896,97.75,3258194.5
"CA",2021,3,1070,169.5,3876508.25
"CA",2021,4,936,147,4044839.5
"CA",2021,5,1092,45.5,3354936.25
"CA",2021,6,1059,93.75,4840699.25
"CA",2021,7,1046,570.5,6213566
"CA",2021,8,1271,146.75,10663937.5
"CA",2021,9,1164,235.25,7928480.25
"CA",2021,10,1493,145.75,12711210
"CA",2021,11,931,160.75,4136463.5
"CA",2021,12,1176,151.5,14882036.5
"CO",2021,0,2207,122.5,6629128.75
"CO",2021,1,120,10.25,157061.75
"CO",2021,2,105,27.25,135658.25
"CO",2021,3,162,57.5,1180087.25
"CO",2021,4,130,24.25,251697
"CO",2021,5,225,14.25,491176.5
"CO",2021,6,295,20,570408.75
"CO",2021,7,255,11.75,358014.5
"CO",2021,8,239,12,321025.25
"CO",2021,9,147,11.25,211671.5
"CO",2021,10,179,12.75,318611.25
"CO",2021,11,116,20.75,205356.75
"CO",2021,12,234,122.5,2428360
"CT",2021,0,1328,47,3055894.5
"CT",2021,1,57,8.5,44799
"CT",2021,2,52,8.75,50108.5
"CT",2021,3,154,36,493721
"CT",2021,4,81,12.75,79576.75
"CT",2021,5,109,9,95380
"CT",2021,6,137,10.5,185111.75
"CT",2021,7,187,45.75,546401.5
"CT",2021,8,132,32.5,597967.5
"CT",2021,9,108,47,432217
"CT",2021,10,107,21.5,226724
"CT",2021,11,110,26,210651.25
"CT",2021,12,94,14.25,93236.25
"DE",2021,0,387,18.25,435276.5
"DE",2021,1,14,1.75,7868
"DE",2021,2,29,3.5,21374.5
"DE",2021,3,32,11,59939.5
"DE",2021,4,23,4.25,29641.5
"DE",2021,5,38,8.5,37102.25
"DE",2021,6,36,9,35915
"DE",2021,7,36,8,38991.5
"DE",2021,8,50,9.25,63883.25
"DE",2021,9,41,18.25,60493
"DE",2021,10,30,7.25,25369.75
"DE",2021,11,25,3.25,15346.5
"DE",2021,12,33,5.25,39351.75
NA,2021,0,275,26.5,481236.75
NA,2021,1,18,5.75,9156.75
NA,2021,2,22,21,33536.25
NA,2021,3,22,4.75,17719.25
NA,2021,4,20,6.75,21951.5
NA,2021,5,33,11.75,45279.75
NA,2021,6,30,9.75,64725.75
NA,2021,7,33,24.25,124624.75
NA,2021,8,23,26.5,81296.25
NA,2021,9,18,6,22983.25
NA,2021,10,28,9.5,28969.75
NA,2021,11,13,5.25,19142.75
NA,2021,12,15,7.25,11850.75
"FL",2021,0,11533,77.5,15586341.5
"FL",2021,1,543,11.75,523377.75
"FL",2021,2,758,11.75,792918
"FL",2021,3,780,44.75,786978.75
"FL",2021,4,965,45.5,2315894.75
"FL",2021,5,963,77.5,1029847.5
"FL",2021,6,1388,18.25,1815550.75
"FL",2021,7,1414,29.25,2080678
"FL",2021,8,1429,43.75,2266934.25
"FL",2021,9,947,68.5,1127584.5
"FL",2021,10,928,18,1003338.5
"FL",2021,11,793,26.5,897171.75
"FL",2021,12,625,29.25,946067
"GA",2021,0,5903,52.25,8564120.75
"GA",2021,1,310,15.5,366502.25
"GA",2021,2,373,24.25,673860.5
"GA",2021,3,494,51.25,802622.75
"GA",2021,4,414,27,776089
"GA",2021,5,582,52.25,968216
"GA",2021,6,654,23.25,910890
"GA",2021,7,757,25.5,1191897.25
"GA",2021,8,826,36,1135288.25
"GA",2021,9,450,14.75,508611
"GA",2021,10,425,13.75,460897.75
"GA",2021,11,282,10.25,332910.5
"GA",2021,12,336,19,436335.5
"HI",2021,0,476,319.75,2824294.5
"HI",2021,1,35,23.25,177208.75
"HI",2021,2,52,13.5,218814
"HI",2021,3,57,219.75,430633.5
"HI",2021,4,41,319.75,797488
"HI",2021,5,32,4,85784
"HI",2021,6,39,13.5,93592.75
"HI",2021,7,39,92.25,138476.75
"HI",2021,8,36,13.5,93750.25
"HI",2021,9,31,9.5,156670.5
"HI",2021,10,31,4.5,35166.75
"HI",2021,11,29,8.5,89553.75
"HI",2021,12,54,21.25,507155.5
"ID",2021,0,1148,158,4755116.75
"ID",2021,1,75,158,2075976.5
"ID",2021,2,53,11.5,108403.25
"ID",2021,3,117,42,439954
"ID",2021,4,97,26.25,333855.75
"ID",2021,5,100,11.75,237295.25
"ID",2021,6,120,19.5,234893.25
"ID",2021,7,83,14.5,125840.5
"ID",2021,8,115,46,210436.25
"ID",2021,9,100,6,146487.5
"ID",2021,10,86,12.75,162916.25
"ID",2021,11,80,68,435050.5
"ID",2021,12,122,20.75,244007.75
"IL",2021,0,4453,112,11268883.5
"IL",2021,1,365,112,964672.75
"IL",2021,2,268,11.75,336399.5
"IL",2021,3,366,22.25,445082.5
"IL",2021,4,322,22.75,312237
"IL",2021,5,347,13,322490.75
"IL",2021,6,536,49.75,1518541
"IL",2021,7,398,21.5,720982.25
"IL",2021,8,533,39.25,4309779.75
"IL",2021,9,342,22.25,453884.5
"IL",2021,10,358,50.25,714286
"IL",2021,11,234,12.5,203023.75
"IL",2021,12,384,41.25,967503.75
"IN",2021,0,3270,110.25,12017867
"IN",2021,1,183,51,2400149.25
"IN",2021,2,134,9.5,217046.5
"IN",2021,3,302,29.5,554254.5
"IN",2021,4,230,110.25,768344
"IN",2021,5,196,19.25,251223.25
"IN",2021,6,424,69.25,2613951.25
"IN",2021,7,365,22.5,716025
"IN",2021,8,393,70.25,2042116
"IN",2021,9,243,23.5,402664.25
"IN",2021,10,299,29,582336
"IN",2021,11,190,26.75,286198.5
"IN",2021,12,311,46.25,1183558.5
"IA",2021,0,1390,83.75,3313835.25
"IA",2021,1,59,10.5,64404.5
"IA",2021,2,64,4.75,45560.5
"IA",2021,3,112,17.25,120256
"IA",2021,4,66,6.75,65239.5
"IA",2021,5,94,8,92417
"IA",2021,6,166,11,162630.5
"IA",2021,7,135,83.75,322652.25
"IA",2021,8,178,25,321563.25
"IA",2021,9,85,21.75,82260.25
"IA",2021,10,113,21.25,124632.75
"IA",2021,11,73,6.5,48487.75
"IA",2021,12,245,66.5,1863731
"KS",2021,0,1503,79,4700846.25
"KS",2021,1,64,29,144602.25
"KS",2021,2,97,12.25,252851.25
"KS",2021,3,115,12.75,108094.75
"KS",2021,4,123,7,255881.25
"KS",2021,5,153,16,215647.5
"KS",2021,6,174,45.75,602914.5
"KS",2021,7,109,16.25,179659.5
"KS",2021,8,153,47.25,491003.75
"KS",2021,9,118,6,161145.25
"KS",2021,10,113,13.25,130780
"KS",2021,11,72,13,64184
"KS",2021,12,212,79,2094082.25
"KY",2021,0,3697,403.25,21663589.25
"KY",2021,1,155,56.75,191354
"KY",2021,2,543,182,14707374.75
"KY",2021,3,326,67.75,628771
"KY",2021,4,175,19.5,176191
"KY",2021,5,297,18.75,478535.5
"KY",2021,6,416,28.75,581982.25
"KY",2021,7,446,44.5,669799.25
"KY",2021,8,416,68.5,538567
"KY",2021,9,200,13,155943.75
"KY",2021,10,203,45.5,237882.25
"KY",2021,11,195,8.5,137989.75
"KY",2021,12,325,403.25,3159198.75
"LA",2021,0,6097,1035.75,236903474.25
"LA",2021,1,319,73.75,1598632
"LA",2021,2,514,107,10927386.25
"LA",2021,3,380,20.25,643133.75
"LA",2021,4,531,39.75,1582574.25
"LA",2021,5,622,48.25,1961069
"LA",2021,6,545,80.25,1075380
"LA",2021,7,668,31,868090.5
"LA",2021,8,764,577,180759874.25
"LA",2021,9,444,1035.75,34491244.25
"LA",2021,10,579,313.25,1671594.25
"LA",2021,11,325,38.75,514182
"LA",2021,12,406,20.75,810313.75
"ME",2021,0,1467,57,4608730.75
"ME",2021,1,91,21.75,327570
"ME",2021,2,58,8,112513.75
"ME",2021,3,135,57,1362898
"ME",2021,4,104,8.75,201696
"ME",2021,5,115,18.25,289111.75
"ME",2021,6,155,21.75,338090.25
"ME",2021,7,158,16.75,350105
"ME",2021,8,118,6.5,183527.75
"ME",2021,9,132,11.25,339680
"ME",2021,10,168,27.25,568857
"ME",2021,11,91,8.5,156029.25
"ME",2021,12,142,15.5,378652
"MD",2021,0,5025,44.75,5065206.66666667
"MD",2021,1,97,19.75,63413.25
"MD",2021,2,173,22.25,195091.75
"MD",2021,3,208,11.25,166759.75
"MD",2021,4,245,28.75,403599.75
"MD",2021,5,563,14.5,411911.5
"MD",2021,6,761,31.75,571650.25
"MD",2021,7,847,31.75,1343808.25
"MD",2021,8,941,29.25,952163
"MD",2021,9,457,44.75,417942.75
"MD",2021,10,402,25.5,294197.5
"MD",2021,11,128,8.5,100210.25
"MD",2021,12,203,12.75,144458.666666667
"MA",2021,0,2380,79,23306451.5
"MA",2021,1,109,10,152241
"MA",2021,2,161,18,353650.75
"MA",2021,3,204,30.5,909954.5
"MA",2021,4,166,8.75,200629.75
"MA",2021,5,156,11,195841.25
"MA",2021,6,271,18.75,434425.5
"MA",2021,7,312,17.5,583046.5
"MA",2021,8,264,24,426476.25
"MA",2021,9,194,17.75,267714.25
"MA",2021,10,180,79,19196497.25
"MA",2021,11,178,52.75,317727.5
"MA",2021,12,185,26,268247
"MI",2021,0,6312,262.25,124973336.75
"MI",2021,1,213,22,506951
"MI",2021,2,177,10.5,321850.25
"MI",2021,3,519,27.75,1234154
"MI",2021,4,347,20.5,854497.25
"MI",2021,5,444,26.5,926156.5
"MI",2021,6,889,47,8024613.75
"MI",2021,7,675,62,13783295.75
"MI",2021,8,919,262.25,63730149.5
"MI",2021,9,540,199.25,14818706.5
"MI",2021,10,518,47.75,1603414.75
"MI",2021,11,450,32.25,1458877.25
"MI",2021,12,621,156.75,17710670.25
"MN",2021,0,1846,82.25,4307797.75
"MN",2021,1,47,5.75,45498
"MN",2021,2,90,8.25,90637
"MN",2021,3,125,25.25,226214
"MN",2021,4,124,11.75,240022.5
"MN",2021,5,133,13,163687.5
"MN",2021,6,315,23.25,615452.75
"MN",2021,7,254,41.5,543905
"MN",2021,8,218,32.5,498384
"MN",2021,9,152,43.75,917067.75
"MN",2021,10,153,15,230151
"MN",2021,11,93,82.25,264683.75
"MN",2021,12,142,45.75,472094.5
"MS",2021,0,3216,205,22881050.5
"MS",2021,1,126,28,152269.25
"MS",2021,2,317,123,12101398.5
"MS",2021,3,296,84.25,375459.75
"MS",2021,4,322,127.75,961442
"MS",2021,5,317,79.5,3067235
"MS",2021,6,375,45,790962.25
"MS",2021,7,331,19,314706
"MS",2021,8,429,205,4036857.5
"MS",2021,9,262,57,584733.5
"MS",2021,10,174,12.75,119875.75
"MS",2021,11,115,13.75,173048
"MS",2021,12,152,96.75,203063
"MO",2021,0,3221,89.75,10865244
"MO",2021,1,301,34.25,554436.25
"MO",2021,2,219,17.5,613028
"MO",2021,3,238,10.75,255771.75
"MO",2021,4,177,16.5,218196.75
"MO",2021,5,272,22.25,395306
"MO",2021,6,379,67.5,1736763
"MO",2021,7,331,89.75,2355234.75
"MO",2021,8,333,74.5,2465582
"MO",2021,9,210,24.5,260530.5
"MO",2021,10,289,32.5,435478.75
"MO",2021,11,151,8.5,193793.5
"MO",2021,12,321,55.5,1381122.75
"MT",2021,0,677,104.25,2544950.75
"MT",2021,1,85,104.25,969475
"MT",2021,2,43,9.25,91708.75
"MT",2021,3,39,15,76610
"MT",2021,4,45,10.75,111452.25
"MT",2021,5,59,10,106784.75
"MT",2021,6,84,10,232000.25
"MT",2021,7,73,8.25,145997
"MT",2021,8,55,7.5,111872
"MT",2021,9,40,12.25,82210.5
"MT",2021,10,52,9.25,115762.75
"MT",2021,11,44,60.25,392760.5
"MT",2021,12,58,48,108317
"NE",2021,0,505,152.5,7179027
"NE",2021,1,25,3.75,19417.25
"NE",2021,2,49,19,128661.5
"NE",2021,3,38,7.75,61337.5
"NE",2021,4,18,5.5,20962.25
"NE",2021,5,33,4.25,25792.75
"NE",2021,6,48,16,130811.75
"NE",2021,7,92,152.5,5958552.75
"NE",2021,8,43,22,236918.5
"NE",2021,9,32,9.75,87894
"NE",2021,10,34,7.25,36476.75
"NE",2021,11,23,3.5,16271
"NE",2021,12,70,51.25,455931
"NV",2021,0,665,53,1970552.75
"NV",2021,1,56,9.25,95134
"NV",2021,2,32,40.5,394620.25
"NV",2021,3,51,9.75,122173.75
"NV",2021,4,49,23.25,95014
"NV",2021,5,68,8.25,125869.75
"NV",2021,6,80,13.25,249848.5
"NV",2021,7,106,53,375378.75
"NV",2021,8,72,12,116910.75
"NV",2021,9,35,9.5,77828.5
"NV",2021,10,53,18,156445
"NV",2021,11,27,4.75,25251.5
"NV",2021,12,36,32,136078
"NH",2021,0,882,44.75,2139529
"NH",2021,1,52,10.25,62604.75
"NH",2021,2,41,6,42974.25
"NH",2021,3,100,44.75,1047313.5
"NH",2021,4,73,12.5,87530
"NH",2021,5,57,8.25,86896.5
"NH",2021,6,82,22.25,187060.5
"NH",2021,7,103,9,115344
